order_id,customer_id,amount,status,event_time
7000,59,1725.45,PLACED,2026-06-05 07:32:24
7001,3,2917.7,SHIPPED,2026-06-05 07:32:25
7002,47,1674.55,SHIPPED,2026-06-05 07:32:26
7003,2,3062.35,SHIPPED,2026-06-05 07:32:27
7004,96,4954.18,PLACED,2026-06-05 07:32:28
7005,23,4734.45,PLACED,2026-06-05 07:32:29
7006,100,1542.84,PLACED,2026-06-05 07:32:30
7007,32,3619.0,SHIPPED,2026-06-05 07:32:31
7008,81,4345.52,SHIPPED,2026-06-05 07:32:32
7009,27,1740.23,CANCELLED,2026-06-05 07:32:33
7010,8,561.54,DELIVERED,2026-06-05 07:32:34
7011,39,583.65,PLACED,2026-06-05 07:32:35
7012,7,1952.98,CANCELLED,2026-06-05 07:32:36
7013,44,1696.92,CANCELLED,2026-06-05 07:32:37
7014,10,1397.45,DELIVERED,2026-06-05 07:32:38
7015,78,4578.69,CANCELLED,2026-06-05 07:32:39
7016,14,1331.25,DELIVERED,2026-06-05 07:32:40
7017,23,2552.41,DELIVERED,2026-06-05 07:32:41
7018,58,3016.64,SHIPPED,2026-06-05 07:32:42
7019,35,954.67,CANCELLED,2026-06-05 07:32:43
7020,90,1246.37,PLACED,2026-06-05 07:32:44
7021,99,3019.08,PLACED,2026-06-05 07:32:45
7022,21,2774.58,DELIVERED,2026-06-05 07:32:46
7023,6,3452.4,CANCELLED,2026-06-05 07:32:47
7024,73,516.04,PLACED,2026-06-05 07:32:48
7025,39,4305.33,CANCELLED,2026-06-05 07:32:49
7026,80,1255.48,SHIPPED,2026-06-05 07:32:50
7027,92,2276.46,PLACED,2026-06-05 07:32:51
7028,33,4094.89,DELIVERED,2026-06-05 07:32:52
7029,80,3638.82,PLACED,2026-06-05 07:32:53
7030,80,3487.16,DELIVERED,2026-06-05 07:32:54
7031,87,2832.7,SHIPPED,2026-06-05 07:32:55
7032,37,1807.56,SHIPPED,2026-06-05 07:32:56
7033,14,1966.37,PLACED,2026-06-05 07:32:57
7034,80,1653.66,SHIPPED,2026-06-05 07:32:58
7035,98,4290.01,CANCELLED,2026-06-05 07:32:59
7036,43,2929.81,CANCELLED,2026-06-05 07:33:00
7037,9,3208.75,CANCELLED,2026-06-05 07:33:01
7038,93,4968.93,PLACED,2026-06-05 07:33:02
7039,4,2559.86,DELIVERED,2026-06-05 07:33:03
7040,38,1177.84,CANCELLED,2026-06-05 07:33:04
7041,26,2075.42,DELIVERED,2026-06-05 07:33:05
7042,61,813.46,PLACED,2026-06-05 07:33:06
7043,57,1983.7,CANCELLED,2026-06-05 07:33:07
7044,57,4489.52,DELIVERED,2026-06-05 07:33:08
7045,11,2038.3,CANCELLED,2026-06-05 07:33:09
7046,65,4259.35,SHIPPED,2026-06-05 07:33:10
7047,27,4997.47,PLACED,2026-06-05 07:33:11
7048,69,4643.43,DELIVERED,2026-06-05 07:33:12
7049,45,2745.71,CANCELLED,2026-06-05 07:33:13
7050,100,1984.66,CANCELLED,2026-06-05 07:33:14
7051,24,4731.06,PLACED,2026-06-05 07:33:15
7052,74,177.82,SHIPPED,2026-06-05 07:33:16
7053,37,3197.28,DELIVERED,2026-06-05 07:33:17
7054,45,3227.14,PLACED,2026-06-05 07:33:18
7055,98,3468.43,CANCELLED,2026-06-05 07:33:19
7056,100,2811.53,DELIVERED,2026-06-05 07:33:20
7057,54,3552.21,PLACED,2026-06-05 07:33:21
7058,84,3078.92,CANCELLED,2026-06-05 07:33:22
7059,65,3480.36,CANCELLED,2026-06-05 07:33:23
7060,41,1847.55,PLACED,2026-06-05 07:33:24
7061,81,590.69,PLACED,2026-06-05 07:33:25
7062,91,3160.16,DELIVERED,2026-06-05 07:33:26
7063,52,1707.75,CANCELLED,2026-06-05 07:33:27
7064,46,3159.42,CANCELLED,2026-06-05 07:33:28
7065,63,4761.24,SHIPPED,2026-06-05 07:33:29
7066,23,1386.11,PLACED,2026-06-05 07:33:30
7067,56,3634.58,PLACED,2026-06-05 07:33:31
7068,86,1858.25,PLACED,2026-06-05 07:33:32
7069,1,3458.77,SHIPPED,2026-06-05 07:33:33
7070,40,4041.03,SHIPPED,2026-06-05 07:33:34
7071,61,258.22,PLACED,2026-06-05 07:33:35
7072,8,1948.84,PLACED,2026-06-05 07:33:36
7073,26,2723.5,SHIPPED,2026-06-05 07:33:37
7074,32,3713.8,PLACED,2026-06-05 07:33:38
7075,54,3385.31,PLACED,2026-06-05 07:33:39
7076,55,2469.79,DELIVERED,2026-06-05 07:33:40
7077,20,911.02,SHIPPED,2026-06-05 07:33:41
7078,73,2129.4,SHIPPED,2026-06-05 07:33:42
7079,81,2510.72,DELIVERED,2026-06-05 07:33:43
7080,86,4622.34,DELIVERED,2026-06-05 07:33:44
7081,45,1286.88,PLACED,2026-06-05 07:33:45
7082,28,2286.82,DELIVERED,2026-06-05 07:33:46
7083,61,3050.92,CANCELLED,2026-06-05 07:33:47
7084,53,4360.48,PLACED,2026-06-05 07:33:48
7085,99,445.57,PLACED,2026-06-05 07:33:49
7086,2,4745.69,PLACED,2026-06-05 07:33:50
7087,63,1008.46,PLACED,2026-06-05 07:33:51
7088,49,822.75,CANCELLED,2026-06-05 07:33:52
7089,52,3414.58,CANCELLED,2026-06-05 07:33:53
7090,67,4528.02,PLACED,2026-06-05 07:33:54
7091,15,2712.56,SHIPPED,2026-06-05 07:33:55
7092,95,411.8,SHIPPED,2026-06-05 07:33:56
7093,78,2790.97,PLACED,2026-06-05 07:33:57
7094,78,3328.15,SHIPPED,2026-06-05 07:33:58
7095,25,461.61,PLACED,2026-06-05 07:33:59
7096,8,4038.24,PLACED,2026-06-05 07:34:00
7097,88,1600.77,SHIPPED,2026-06-05 07:34:01
7098,76,2649.52,CANCELLED,2026-06-05 07:34:02
7099,1,3114.57,DELIVERED,2026-06-05 07:34:03
