order_id,customer_id,amount,status,event_time
5000,66,2627.9,DELIVERED,2026-06-05 07:32:24
5001,65,3319.18,DELIVERED,2026-06-05 07:32:25
5002,40,3095.69,DELIVERED,2026-06-05 07:32:26
5003,55,1809.31,CANCELLED,2026-06-05 07:32:27
5004,42,1234.76,SHIPPED,2026-06-05 07:32:28
5005,82,657.99,SHIPPED,2026-06-05 07:32:29
5006,44,3712.67,DELIVERED,2026-06-05 07:32:30
5007,15,2451.85,SHIPPED,2026-06-05 07:32:31
5008,87,3667.23,SHIPPED,2026-06-05 07:32:32
5009,21,1489.47,DELIVERED,2026-06-05 07:32:33
5010,69,2080.98,CANCELLED,2026-06-05 07:32:34
5011,55,4031.59,CANCELLED,2026-06-05 07:32:35
5012,52,4164.32,PLACED,2026-06-05 07:32:36
5013,51,2479.19,SHIPPED,2026-06-05 07:32:37
5014,79,2001.52,PLACED,2026-06-05 07:32:38
5015,23,4304.06,DELIVERED,2026-06-05 07:32:39
5016,28,4347.26,SHIPPED,2026-06-05 07:32:40
5017,3,3855.51,PLACED,2026-06-05 07:32:41
5018,56,1159.36,PLACED,2026-06-05 07:32:42
5019,63,2659.02,DELIVERED,2026-06-05 07:32:43
5020,85,3657.37,PLACED,2026-06-05 07:32:44
5021,41,2464.27,PLACED,2026-06-05 07:32:45
5022,92,4321.82,CANCELLED,2026-06-05 07:32:46
5023,10,1395.06,CANCELLED,2026-06-05 07:32:47
5024,60,1861.87,DELIVERED,2026-06-05 07:32:48
5025,59,536.19,CANCELLED,2026-06-05 07:32:49
5026,71,2684.45,CANCELLED,2026-06-05 07:32:50
5027,45,2252.54,PLACED,2026-06-05 07:32:51
5028,17,4771.78,DELIVERED,2026-06-05 07:32:52
5029,26,4154.71,DELIVERED,2026-06-05 07:32:53
5030,44,1293.96,DELIVERED,2026-06-05 07:32:54
5031,79,3411.77,SHIPPED,2026-06-05 07:32:55
5032,29,1422.97,SHIPPED,2026-06-05 07:32:56
5033,16,1337.53,SHIPPED,2026-06-05 07:32:57
5034,71,204.08,DELIVERED,2026-06-05 07:32:58
5035,52,671.65,CANCELLED,2026-06-05 07:32:59
5036,39,1886.54,PLACED,2026-06-05 07:33:00
5037,20,2324.48,CANCELLED,2026-06-05 07:33:01
5038,37,1902.55,CANCELLED,2026-06-05 07:33:02
5039,19,4357.84,SHIPPED,2026-06-05 07:33:03
5040,41,2102.05,SHIPPED,2026-06-05 07:33:04
5041,47,2869.0,DELIVERED,2026-06-05 07:33:05
5042,2,730.37,DELIVERED,2026-06-05 07:33:06
5043,59,355.34,PLACED,2026-06-05 07:33:07
5044,74,2955.69,CANCELLED,2026-06-05 07:33:08
5045,73,4376.09,CANCELLED,2026-06-05 07:33:09
5046,22,3669.81,PLACED,2026-06-05 07:33:10
5047,84,980.98,SHIPPED,2026-06-05 07:33:11
5048,16,509.33,CANCELLED,2026-06-05 07:33:12
5049,11,3725.78,PLACED,2026-06-05 07:33:13
5050,14,4568.54,CANCELLED,2026-06-05 07:33:14
5051,5,2502.42,CANCELLED,2026-06-05 07:33:15
5052,99,2266.53,PLACED,2026-06-05 07:33:16
5053,56,4639.98,DELIVERED,2026-06-05 07:33:17
5054,91,4014.75,SHIPPED,2026-06-05 07:33:18
5055,21,2132.58,SHIPPED,2026-06-05 07:33:19
5056,47,2038.85,DELIVERED,2026-06-05 07:33:20
5057,42,1219.16,SHIPPED,2026-06-05 07:33:21
5058,31,578.17,DELIVERED,2026-06-05 07:33:22
5059,83,2850.81,SHIPPED,2026-06-05 07:33:23
5060,55,2256.04,CANCELLED,2026-06-05 07:33:24
5061,85,3872.29,PLACED,2026-06-05 07:33:25
