order_id,customer_id,amount,status,event_time
4000,43,629.47,PLACED,2026-06-05 07:32:24
4001,98,1586.4,CANCELLED,2026-06-05 07:32:25
4002,1,2028.27,SHIPPED,2026-06-05 07:32:26
4003,45,3867.79,DELIVERED,2026-06-05 07:32:27
4004,34,2986.51,CANCELLED,2026-06-05 07:32:28
4005,19,975.72,CANCELLED,2026-06-05 07:32:29
4006,94,1327.93,SHIPPED,2026-06-05 07:32:30
4007,15,2913.1,SHIPPED,2026-06-05 07:32:31
4008,11,109.62,DELIVERED,2026-06-05 07:32:32
4009,15,4200.87,CANCELLED,2026-06-05 07:32:33
4010,32,165.82,SHIPPED,2026-06-05 07:32:34
4011,9,2762.1,PLACED,2026-06-05 07:32:35
4012,55,2474.5,PLACED,2026-06-05 07:32:36
4013,80,3818.41,DELIVERED,2026-06-05 07:32:37
4014,93,1176.54,SHIPPED,2026-06-05 07:32:38
4015,79,4337.1,DELIVERED,2026-06-05 07:32:39
4016,91,2505.32,SHIPPED,2026-06-05 07:32:40
4017,8,4146.36,SHIPPED,2026-06-05 07:32:41
4018,94,3770.55,CANCELLED,2026-06-05 07:32:42
4019,77,4201.0,SHIPPED,2026-06-05 07:32:43
4020,26,2350.8,PLACED,2026-06-05 07:32:44
4021,98,2925.86,DELIVERED,2026-06-05 07:32:45
4022,81,3745.02,DELIVERED,2026-06-05 07:32:46
4023,3,1004.63,SHIPPED,2026-06-05 07:32:47
4024,67,1832.13,DELIVERED,2026-06-05 07:32:48
4025,67,3578.57,CANCELLED,2026-06-05 07:32:49
4026,50,2536.9,DELIVERED,2026-06-05 07:32:50
4027,23,2345.22,SHIPPED,2026-06-05 07:32:51
4028,41,3404.26,CANCELLED,2026-06-05 07:32:52
4029,77,3018.7,DELIVERED,2026-06-05 07:32:53
4030,7,4440.13,DELIVERED,2026-06-05 07:32:54
4031,6,1978.26,PLACED,2026-06-05 07:32:55
4032,35,1963.23,SHIPPED,2026-06-05 07:32:56
4033,72,2414.58,PLACED,2026-06-05 07:32:57
4034,21,2425.51,SHIPPED,2026-06-05 07:32:58
4035,73,3261.9,PLACED,2026-06-05 07:32:59
4036,35,2219.6,DELIVERED,2026-06-05 07:33:00
4037,73,2193.74,CANCELLED,2026-06-05 07:33:01
4038,55,146.71,CANCELLED,2026-06-05 07:33:02
4039,20,3612.3,DELIVERED,2026-06-05 07:33:03
4040,87,2421.0,CANCELLED,2026-06-05 07:33:04
4041,82,3786.56,CANCELLED,2026-06-05 07:33:05
4042,28,1805.26,CANCELLED,2026-06-05 07:33:06
4043,72,2876.63,SHIPPED,2026-06-05 07:33:07
4044,51,4458.05,CANCELLED,2026-06-05 07:33:08
4045,10,3154.03,SHIPPED,2026-06-05 07:33:09
4046,92,4883.85,PLACED,2026-06-05 07:33:10
4047,30,4288.62,SHIPPED,2026-06-05 07:33:11
4048,20,3337.02,CANCELLED,2026-06-05 07:33:12
4049,28,320.12,CANCELLED,2026-06-05 07:33:13
4050,7,2663.1,PLACED,2026-06-05 07:33:14
4051,80,3340.22,SHIPPED,2026-06-05 07:33:15
4052,87,2236.66,DELIVERED,2026-06-05 07:33:16
4053,72,3436.14,CANCELLED,2026-06-05 07:33:17
4054,50,3634.72,SHIPPED,2026-06-05 07:33:18
4055,84,469.23,PLACED,2026-06-05 07:33:19
4056,70,777.52,CANCELLED,2026-06-05 07:33:20
4057,100,4721.74,CANCELLED,2026-06-05 07:33:21
4058,9,283.76,PLACED,2026-06-05 07:33:22
4059,39,4061.57,SHIPPED,2026-06-05 07:33:23
4060,93,1014.13,PLACED,2026-06-05 07:33:24
4061,83,3052.85,SHIPPED,2026-06-05 07:33:25
4062,61,2740.08,PLACED,2026-06-05 07:33:26
4063,12,3965.31,SHIPPED,2026-06-05 07:33:27
4064,94,2141.44,PLACED,2026-06-05 07:33:28
4065,51,1946.96,DELIVERED,2026-06-05 07:33:29
4066,47,2611.43,CANCELLED,2026-06-05 07:33:30
4067,49,1116.46,PLACED,2026-06-05 07:33:31
4068,46,390.72,DELIVERED,2026-06-05 07:33:32
4069,69,3237.29,PLACED,2026-06-05 07:33:33
4070,65,1557.48,DELIVERED,2026-06-05 07:33:34
4071,90,2731.82,CANCELLED,2026-06-05 07:33:35
4072,19,2870.31,PLACED,2026-06-05 07:33:36
4073,100,4786.28,PLACED,2026-06-05 07:33:37
4074,49,3842.71,DELIVERED,2026-06-05 07:33:38
4075,9,4592.98,DELIVERED,2026-06-05 07:33:39
4076,5,1105.06,CANCELLED,2026-06-05 07:33:40
4077,51,4009.36,SHIPPED,2026-06-05 07:33:41
4078,37,4157.81,DELIVERED,2026-06-05 07:33:42
4079,73,4187.43,PLACED,2026-06-05 07:33:43
4080,36,744.58,DELIVERED,2026-06-05 07:33:44
4081,73,1891.46,DELIVERED,2026-06-05 07:33:45
4082,83,2842.89,DELIVERED,2026-06-05 07:33:46
4083,16,3447.41,PLACED,2026-06-05 07:33:47
4084,21,4811.96,CANCELLED,2026-06-05 07:33:48
4085,64,3124.71,CANCELLED,2026-06-05 07:33:49
4086,75,203.21,PLACED,2026-06-05 07:33:50
4087,6,4076.43,DELIVERED,2026-06-05 07:33:51
4088,57,2809.54,SHIPPED,2026-06-05 07:33:52
4089,63,3011.7,DELIVERED,2026-06-05 07:33:53
4090,33,118.28,CANCELLED,2026-06-05 07:33:54
4091,38,3883.65,CANCELLED,2026-06-05 07:33:55
4092,35,4365.54,CANCELLED,2026-06-05 07:33:56
4093,48,2285.1,SHIPPED,2026-06-05 07:33:57
4094,2,984.75,SHIPPED,2026-06-05 07:33:58
4095,58,3113.59,CANCELLED,2026-06-05 07:33:59
4096,41,775.53,SHIPPED,2026-06-05 07:34:00
4097,32,396.99,SHIPPED,2026-06-05 07:34:01
4098,3,4431.1,DELIVERED,2026-06-05 07:34:02
4099,20,768.42,SHIPPED,2026-06-05 07:34:03
