order_id,customer_id,amount,status,event_time
11001,101,1250.5,PLACED,2026-06-05 14:00:00
11002,102,2340.75,SHIPPED,2026-06-05 14:00:05
11003,103,890.25,DELIVERED,2026-06-05 14:00:10
11004,104,4500.0,CANCELLED,2026-06-05 14:00:15
11005,105,1780.2,PLACED,2026-06-05 14:00:20
11006,106,3200.99,SHIPPED,2026-06-05 14:00:25
11007,107,560.4,DELIVERED,2026-06-05 14:00:30
11008,108,4100.1,PLACED,2026-06-05 14:00:35
11009,109,2999.99,SHIPPED,2026-06-05 14:00:40
11010,110,1500.0,DELIVERED,2026-06-05 14:00:45
,101,1500,PLACED,2026-06-08 10:00:00
