order_id,customer_id,amount,status,event_time
10000,22,4516.73,DELIVERED,2026-06-05 07:32:24
10001,73,3208.65,DELIVERED,2026-06-05 07:32:25
10002,87,2404.45,DELIVERED,2026-06-05 07:32:26
10003,83,816.64,CANCELLED,2026-06-05 07:32:27
10004,49,2245.01,DELIVERED,2026-06-05 07:32:28
10005,22,2835.67,PLACED,2026-06-05 07:32:29
10006,56,4796.28,DELIVERED,2026-06-05 07:32:30
10007,82,4389.31,SHIPPED,2026-06-05 07:32:31
10008,61,3253.34,CANCELLED,2026-06-05 07:32:32
10009,5,3967.64,CANCELLED,2026-06-05 07:32:33
10010,21,3195.45,PLACED,2026-06-05 07:32:34
10011,34,558.18,SHIPPED,2026-06-05 07:32:35
10012,13,4503.41,SHIPPED,2026-06-05 07:32:36
10013,66,3292.77,PLACED,2026-06-05 07:32:37
10014,13,3643.99,SHIPPED,2026-06-05 07:32:38
10015,88,1019.85,CANCELLED,2026-06-05 07:32:39
10016,83,3995.31,PLACED,2026-06-05 07:32:40
10017,95,4919.46,SHIPPED,2026-06-05 07:32:41
10018,66,3405.3,SHIPPED,2026-06-05 07:32:42
10019,54,1254.17,DELIVERED,2026-06-05 07:32:43
10020,59,2055.42,SHIPPED,2026-06-05 07:32:44
10021,53,982.15,CANCELLED,2026-06-05 07:32:45
10022,75,2514.7,PLACED,2026-06-05 07:32:46
10023,33,3373.01,PLACED,2026-06-05 07:32:47
10024,43,3910.85,DELIVERED,2026-06-05 07:32:48
10025,81,1845.91,PLACED,2026-06-05 07:32:49
10026,13,891.16,PLACED,2026-06-05 07:32:50
10027,67,4193.22,SHIPPED,2026-06-05 07:32:51
10028,77,4858.67,PLACED,2026-06-05 07:32:52
10029,93,570.94,PLACED,2026-06-05 07:32:53
10030,31,2321.94,DELIVERED,2026-06-05 07:32:54
10031,88,819.09,SHIPPED,2026-06-05 07:32:55
10032,93,4705.7,SHIPPED,2026-06-05 07:32:56
10033,64,2597.18,DELIVERED,2026-06-05 07:32:57
10034,27,3766.07,PLACED,2026-06-05 07:32:58
10035,62,1618.32,DELIVERED,2026-06-05 07:32:59
10036,97,664.89,DELIVERED,2026-06-05 07:33:00
10037,15,149.81,DELIVERED,2026-06-05 07:33:01
10038,14,1408.47,PLACED,2026-06-05 07:33:02
10039,32,3867.68,SHIPPED,2026-06-05 07:33:03
10040,35,3392.1,CANCELLED,2026-06-05 07:33:04
10041,41,979.57,DELIVERED,2026-06-05 07:33:05
10042,48,1454.1,PLACED,2026-06-05 07:33:06
10043,91,4012.99,CANCELLED,2026-06-05 07:33:07
10044,21,1422.13,DELIVERED,2026-06-05 07:33:08
10045,98,1148.17,SHIPPED,2026-06-05 07:33:09
10046,5,4225.76,DELIVERED,2026-06-05 07:33:10
10047,95,1374.32,SHIPPED,2026-06-05 07:33:11
10048,56,2904.48,SHIPPED,2026-06-05 07:33:12
10049,56,396.0,CANCELLED,2026-06-05 07:33:13
10050,97,926.4,SHIPPED,2026-06-05 07:33:14
10051,76,1921.12,DELIVERED,2026-06-05 07:33:15
10052,83,4918.5,SHIPPED,2026-06-05 07:33:16
10053,40,4158.63,CANCELLED,2026-06-05 07:33:17
10054,92,4359.51,PLACED,2026-06-05 07:33:18
10055,26,204.95,PLACED,2026-06-05 07:33:19
10056,48,1786.52,DELIVERED,2026-06-05 07:33:20
10057,39,3658.67,SHIPPED,2026-06-05 07:33:21
10058,24,3934.01,DELIVERED,2026-06-05 07:33:22
10059,4,585.7,SHIPPED,2026-06-05 07:33:23
10060,64,4670.85,DELIVERED,2026-06-05 07:33:24
10061,44,4581.7,PLACED,2026-06-05 07:33:25
10062,62,4308.16,CANCELLED,2026-06-05 07:33:26
10063,38,2564.71,CANCELLED,2026-06-05 07:33:27
10064,79,4760.68,CANCELLED,2026-06-05 07:33:28
10065,83,3976.06,PLACED,2026-06-05 07:33:29
10066,15,511.8,DELIVERED,2026-06-05 07:33:30
10067,88,246.47,SHIPPED,2026-06-05 07:33:31
10068,99,2403.4,PLACED,2026-06-05 07:33:32
10069,1,3452.31,CANCELLED,2026-06-05 07:33:33
10070,91,4305.41,SHIPPED,2026-06-05 07:33:34
10071,5,3965.95,DELIVERED,2026-06-05 07:33:35
10072,9,633.82,SHIPPED,2026-06-05 07:33:36
10073,69,2218.28,DELIVERED,2026-06-05 07:33:37
10074,46,3294.57,SHIPPED,2026-06-05 07:33:38
10075,81,4434.76,PLACED,2026-06-05 07:33:39
10076,66,4064.93,DELIVERED,2026-06-05 07:33:40
10077,37,744.02,PLACED,2026-06-05 07:33:41
10078,31,522.57,CANCELLED,2026-06-05 07:33:42
10079,7,1505.02,PLACED,2026-06-05 07:33:43
10080,17,4481.05,PLACED,2026-06-05 07:33:44
10081,54,1162.01,SHIPPED,2026-06-05 07:33:45
10082,34,2200.57,SHIPPED,2026-06-05 07:33:46
10083,52,4905.35,SHIPPED,2026-06-05 07:33:47
10084,79,1169.38,PLACED,2026-06-05 07:33:48
10085,73,3149.57,SHIPPED,2026-06-05 07:33:49
10086,35,4920.17,DELIVERED,2026-06-05 07:33:50
10087,31,443.46,DELIVERED,2026-06-05 07:33:51
10088,12,3266.77,CANCELLED,2026-06-05 07:33:52
10089,81,990.5,CANCELLED,2026-06-05 07:33:53
10090,6,1539.13,DELIVERED,2026-06-05 07:33:54
10091,43,1975.5,PLACED,2026-06-05 07:33:55
10092,52,4561.52,SHIPPED,2026-06-05 07:33:56
10093,81,3360.98,DELIVERED,2026-06-05 07:33:57
10094,65,1470.9,SHIPPED,2026-06-05 07:33:58
10095,18,3333.0,CANCELLED,2026-06-05 07:33:59
10096,39,4574.38,PLACED,2026-06-05 07:34:00
10097,27,4822.57,CANCELLED,2026-06-05 07:34:01
10098,21,3799.9,PLACED,2026-06-05 07:34:02
10099,78,616.99,CANCELLED,2026-06-05 07:34:03
