order_id,customer_id,amount,status,event_time
6000,94,164.17,CANCELLED,2026-06-05 07:32:24
6001,1,4399.5,PLACED,2026-06-05 07:32:25
6002,29,1046.44,SHIPPED,2026-06-05 07:32:26
6003,80,3983.54,SHIPPED,2026-06-05 07:32:27
6004,66,2739.95,DELIVERED,2026-06-05 07:32:28
6005,45,4465.44,CANCELLED,2026-06-05 07:32:29
6006,38,3320.14,DELIVERED,2026-06-05 07:32:30
6007,68,396.24,CANCELLED,2026-06-05 07:32:31
6008,25,2022.12,CANCELLED,2026-06-05 07:32:32
6009,46,1364.14,PLACED,2026-06-05 07:32:33
6010,58,3762.31,CANCELLED,2026-06-05 07:32:34
6011,63,4315.47,PLACED,2026-06-05 07:32:35
6012,69,2030.63,CANCELLED,2026-06-05 07:32:36
6013,3,3637.24,PLACED,2026-06-05 07:32:37
6014,7,3220.22,SHIPPED,2026-06-05 07:32:38
6015,78,2160.12,DELIVERED,2026-06-05 07:32:39
6016,16,4320.74,DELIVERED,2026-06-05 07:32:40
6017,52,337.13,SHIPPED,2026-06-05 07:32:41
6018,70,3949.82,DELIVERED,2026-06-05 07:32:42
6019,15,3943.26,CANCELLED,2026-06-05 07:32:43
6020,7,3359.83,CANCELLED,2026-06-05 07:32:44
6021,31,872.65,CANCELLED,2026-06-05 07:32:45
6022,56,462.28,PLACED,2026-06-05 07:32:46
6023,61,2966.59,CANCELLED,2026-06-05 07:32:47
6024,6,3319.08,SHIPPED,2026-06-05 07:32:48
6025,49,3280.47,DELIVERED,2026-06-05 07:32:49
6026,30,2989.39,PLACED,2026-06-05 07:32:50
6027,86,448.72,DELIVERED,2026-06-05 07:32:51
6028,16,1180.76,CANCELLED,2026-06-05 07:32:52
6029,51,2263.69,SHIPPED,2026-06-05 07:32:53
6030,67,2677.17,PLACED,2026-06-05 07:32:54
6031,64,380.04,SHIPPED,2026-06-05 07:32:55
6032,85,4207.77,CANCELLED,2026-06-05 07:32:56
6033,88,1084.14,PLACED,2026-06-05 07:32:57
6034,69,2820.68,PLACED,2026-06-05 07:32:58
6035,60,4421.36,CANCELLED,2026-06-05 07:32:59
6036,89,1923.7,PLACED,2026-06-05 07:33:00
6037,72,1378.27,SHIPPED,2026-06-05 07:33:01
6038,26,2032.16,DELIVERED,2026-06-05 07:33:02
6039,65,2890.6,CANCELLED,2026-06-05 07:33:03
6040,25,2786.68,SHIPPED,2026-06-05 07:33:04
6041,32,108.32,SHIPPED,2026-06-05 07:33:05
6042,57,1482.73,DELIVERED,2026-06-05 07:33:06
6043,56,892.52,SHIPPED,2026-06-05 07:33:07
6044,90,3130.81,DELIVERED,2026-06-05 07:33:08
6045,69,1866.19,CANCELLED,2026-06-05 07:33:09
6046,81,2243.34,CANCELLED,2026-06-05 07:33:10
6047,6,882.86,SHIPPED,2026-06-05 07:33:11
6048,37,2075.09,PLACED,2026-06-05 07:33:12
6049,33,1698.13,DELIVERED,2026-06-05 07:33:13
6050,66,4092.03,DELIVERED,2026-06-05 07:33:14
6051,12,121.11,SHIPPED,2026-06-05 07:33:15
6052,96,1612.36,PLACED,2026-06-05 07:33:16
6053,19,2227.03,PLACED,2026-06-05 07:33:17
6054,66,4652.81,SHIPPED,2026-06-05 07:33:18
6055,92,1784.33,SHIPPED,2026-06-05 07:33:19
6056,12,1417.82,SHIPPED,2026-06-05 07:33:20
6057,73,1653.6,DELIVERED,2026-06-05 07:33:21
6058,50,3408.24,SHIPPED,2026-06-05 07:33:22
6059,58,3890.57,CANCELLED,2026-06-05 07:33:23
6060,23,3278.32,CANCELLED,2026-06-05 07:33:24
