order_id,customer_id,amount,status,event_time
8000,27,821.23,DELIVERED,2026-06-05 07:32:24
8001,25,3239.11,PLACED,2026-06-05 07:32:25
8002,10,4975.1,CANCELLED,2026-06-05 07:32:26
8003,88,3762.83,PLACED,2026-06-05 07:32:27
8004,14,3896.08,SHIPPED,2026-06-05 07:32:28
8005,64,2533.29,SHIPPED,2026-06-05 07:32:29
8006,13,3290.94,DELIVERED,2026-06-05 07:32:30
8007,70,302.66,PLACED,2026-06-05 07:32:31
8008,1,1364.27,PLACED,2026-06-05 07:32:32
8009,2,2404.25,PLACED,2026-06-05 07:32:33
8010,19,481.11,SHIPPED,2026-06-05 07:32:34
8011,70,1049.2,DELIVERED,2026-06-05 07:32:35
8012,6,1943.92,SHIPPED,2026-06-05 07:32:36
8013,25,898.74,SHIPPED,2026-06-05 07:32:37
8014,23,3209.14,CANCELLED,2026-06-05 07:32:38
8015,54,2267.39,PLACED,2026-06-05 07:32:39
8016,87,2266.75,DELIVERED,2026-06-05 07:32:40
8017,39,191.58,CANCELLED,2026-06-05 07:32:41
8018,40,754.78,SHIPPED,2026-06-05 07:32:42
8019,95,2957.48,DELIVERED,2026-06-05 07:32:43
8020,62,2890.22,SHIPPED,2026-06-05 07:32:44
8021,3,1288.78,SHIPPED,2026-06-05 07:32:45
8022,89,4591.99,CANCELLED,2026-06-05 07:32:46
8023,78,3142.85,PLACED,2026-06-05 07:32:47
8024,23,208.18,PLACED,2026-06-05 07:32:48
8025,30,4005.73,DELIVERED,2026-06-05 07:32:49
8026,5,351.34,CANCELLED,2026-06-05 07:32:50
8027,48,3721.5,DELIVERED,2026-06-05 07:32:51
8028,67,4443.95,CANCELLED,2026-06-05 07:32:52
8029,31,2892.42,CANCELLED,2026-06-05 07:32:53
8030,33,2946.85,CANCELLED,2026-06-05 07:32:54
8031,45,2214.5,SHIPPED,2026-06-05 07:32:55
8032,83,4194.51,CANCELLED,2026-06-05 07:32:56
8033,21,4833.8,PLACED,2026-06-05 07:32:57
8034,46,3298.15,DELIVERED,2026-06-05 07:32:58
8035,2,3692.28,CANCELLED,2026-06-05 07:32:59
8036,37,3317.86,CANCELLED,2026-06-05 07:33:00
8037,80,1574.03,CANCELLED,2026-06-05 07:33:01
8038,92,4456.2,PLACED,2026-06-05 07:33:02
8039,87,3607.73,SHIPPED,2026-06-05 07:33:03
8040,99,4456.47,PLACED,2026-06-05 07:33:04
8041,57,2130.88,SHIPPED,2026-06-05 07:33:05
8042,18,1493.59,PLACED,2026-06-05 07:33:06
8043,81,834.82,PLACED,2026-06-05 07:33:07
8044,21,816.95,PLACED,2026-06-05 07:33:08
8045,62,4520.43,PLACED,2026-06-05 07:33:09
8046,30,3666.04,CANCELLED,2026-06-05 07:33:10
8047,59,4657.62,DELIVERED,2026-06-05 07:33:11
8048,32,2120.63,PLACED,2026-06-05 07:33:12
8049,15,1918.29,PLACED,2026-06-05 07:33:13
8050,41,2918.21,SHIPPED,2026-06-05 07:33:14
8051,12,1365.38,SHIPPED,2026-06-05 07:33:15
8052,55,795.44,PLACED,2026-06-05 07:33:16
8053,67,3280.64,SHIPPED,2026-06-05 07:33:17
8054,77,3674.66,PLACED,2026-06-05 07:33:18
8055,59,1653.5,DELIVERED,2026-06-05 07:33:19
8056,89,2783.47,DELIVERED,2026-06-05 07:33:20
8057,43,2595.79,SHIPPED,2026-06-05 07:33:21
8058,56,1249.08,SHIPPED,2026-06-05 07:33:22
8059,45,3475.84,PLACED,2026-06-05 07:33:23
8060,43,2332.45,CANCELLED,2026-06-05 07:33:24
8061,67,1438.45,SHIPPED,2026-06-05 07:33:25
8062,97,1417.23,PLACED,2026-06-05 07:33:26
8063,69,4293.25,CANCELLED,2026-06-05 07:33:27
8064,36,3440.72,CANCELLED,2026-06-05 07:33:28
8065,89,549.14,SHIPPED,2026-06-05 07:33:29
8066,74,1974.05,SHIPPED,2026-06-05 07:33:30
8067,46,3424.23,CANCELLED,2026-06-05 07:33:31
8068,18,608.24,DELIVERED,2026-06-05 07:33:32
8069,44,3589.53,SHIPPED,2026-06-05 07:33:33
8070,49,4759.5,CANCELLED,2026-06-05 07:33:34
8071,50,2922.64,SHIPPED,2026-06-05 07:33:35
8072,2,4910.11,DELIVERED,2026-06-05 07:33:36
8073,92,3790.21,CANCELLED,2026-06-05 07:33:37
8074,83,2966.67,DELIVERED,2026-06-05 07:33:38
8075,95,3012.38,SHIPPED,2026-06-05 07:33:39
8076,66,4533.09,SHIPPED,2026-06-05 07:33:40
8077,52,3122.74,PLACED,2026-06-05 07:33:41
8078,34,2501.09,DELIVERED,2026-06-05 07:33:42
8079,61,4431.37,DELIVERED,2026-06-05 07:33:43
8080,70,2024.85,CANCELLED,2026-06-05 07:33:44
8081,83,1882.84,SHIPPED,2026-06-05 07:33:45
8082,84,3126.65,CANCELLED,2026-06-05 07:33:46
8083,20,2948.79,CANCELLED,2026-06-05 07:33:47
8084,45,1444.68,SHIPPED,2026-06-05 07:33:48
8085,15,4422.61,PLACED,2026-06-05 07:33:49
8086,72,4113.14,PLACED,2026-06-05 07:33:50
8087,77,584.78,PLACED,2026-06-05 07:33:51
8088,92,1252.79,DELIVERED,2026-06-05 07:33:52
8089,91,2584.61,SHIPPED,2026-06-05 07:33:53
8090,67,3644.15,SHIPPED,2026-06-05 07:33:54
8091,21,2132.94,DELIVERED,2026-06-05 07:33:55
8092,50,338.77,DELIVERED,2026-06-05 07:33:56
8093,77,3971.43,PLACED,2026-06-05 07:33:57
8094,54,4356.93,SHIPPED,2026-06-05 07:33:58
8095,99,2644.4,DELIVERED,2026-06-05 07:33:59
8096,85,1363.76,SHIPPED,2026-06-05 07:34:00
8097,16,3853.17,CANCELLED,2026-06-05 07:34:01
8098,52,3621.7,SHIPPED,2026-06-05 07:34:02
8099,68,816.15,DELIVERED,2026-06-05 07:34:03
