order_id,customer_id,amount,status,event_time
2000,92,2362.48,DELIVERED,2026-06-05 07:32:24
2001,20,2162.69,SHIPPED,2026-06-05 07:32:25
2002,39,1383.52,DELIVERED,2026-06-05 07:32:26
2003,14,3904.49,PLACED,2026-06-05 07:32:27
2004,42,4546.31,SHIPPED,2026-06-05 07:32:28
2005,1,3320.9,PLACED,2026-06-05 07:32:29
2006,39,4268.81,SHIPPED,2026-06-05 07:32:30
2007,73,573.48,PLACED,2026-06-05 07:32:31
2008,68,3308.51,PLACED,2026-06-05 07:32:32
2009,77,2536.51,DELIVERED,2026-06-05 07:32:33
2010,59,3527.95,PLACED,2026-06-05 07:32:34
2011,13,1552.19,DELIVERED,2026-06-05 07:32:35
2012,89,4639.92,SHIPPED,2026-06-05 07:32:36
2013,96,3636.98,PLACED,2026-06-05 07:32:37
2014,35,3896.66,PLACED,2026-06-05 07:32:38
2015,87,4171.11,DELIVERED,2026-06-05 07:32:39
2016,22,2535.59,SHIPPED,2026-06-05 07:32:40
2017,25,2424.63,SHIPPED,2026-06-05 07:32:41
2018,23,555.25,CANCELLED,2026-06-05 07:32:42
2019,93,576.86,SHIPPED,2026-06-05 07:32:43
2020,86,1265.13,DELIVERED,2026-06-05 07:32:44
2021,76,2899.37,DELIVERED,2026-06-05 07:32:45
2022,24,3447.84,SHIPPED,2026-06-05 07:32:46
2023,3,611.87,CANCELLED,2026-06-05 07:32:47
2024,18,1585.11,SHIPPED,2026-06-05 07:32:48
2025,80,3855.04,SHIPPED,2026-06-05 07:32:49
2026,66,4780.54,CANCELLED,2026-06-05 07:32:50
2027,23,3455.17,CANCELLED,2026-06-05 07:32:51
2028,52,174.65,SHIPPED,2026-06-05 07:32:52
2029,83,3738.31,CANCELLED,2026-06-05 07:32:53
2030,52,1221.13,SHIPPED,2026-06-05 07:32:54
2031,72,428.73,DELIVERED,2026-06-05 07:32:55
2032,87,3816.11,SHIPPED,2026-06-05 07:32:56
2033,64,3208.17,CANCELLED,2026-06-05 07:32:57
2034,21,4658.07,SHIPPED,2026-06-05 07:32:58
2035,30,660.15,CANCELLED,2026-06-05 07:32:59
