order_id,customer_id,amount,status,event_time
1000,36,2358.16,CANCELLED,2026-06-05 07:32:24
1001,7,2167.69,DELIVERED,2026-06-05 07:32:25
1002,83,4484.62,CANCELLED,2026-06-05 07:32:26
1003,5,4845.41,DELIVERED,2026-06-05 07:32:27
1004,31,4744.11,CANCELLED,2026-06-05 07:32:28
1005,7,1566.46,DELIVERED,2026-06-05 07:32:29
1006,67,4046.26,CANCELLED,2026-06-05 07:32:30
1007,90,172.58,CANCELLED,2026-06-05 07:32:31
1008,56,1734.89,DELIVERED,2026-06-05 07:32:32
1009,54,4070.68,SHIPPED,2026-06-05 07:32:33
1010,29,2607.21,CANCELLED,2026-06-05 07:32:34
1011,34,662.53,CANCELLED,2026-06-05 07:32:35
1012,51,892.35,CANCELLED,2026-06-05 07:32:36
1013,57,1888.76,DELIVERED,2026-06-05 07:32:37
1014,1,2331.0,CANCELLED,2026-06-05 07:32:38
1015,87,2747.64,DELIVERED,2026-06-05 07:32:39
1016,76,2670.24,PLACED,2026-06-05 07:32:40
1017,34,1158.62,CANCELLED,2026-06-05 07:32:41
1018,69,4952.72,DELIVERED,2026-06-05 07:32:42
1019,35,4881.32,DELIVERED,2026-06-05 07:32:43
1020,55,3959.79,CANCELLED,2026-06-05 07:32:44
1021,59,4730.2,CANCELLED,2026-06-05 07:32:45
1022,98,2283.77,SHIPPED,2026-06-05 07:32:46
1023,15,3010.4,PLACED,2026-06-05 07:32:47
1024,25,1718.12,DELIVERED,2026-06-05 07:32:48
1025,21,3569.7,SHIPPED,2026-06-05 07:32:49
1026,25,170.15,DELIVERED,2026-06-05 07:32:50
1027,98,4740.23,CANCELLED,2026-06-05 07:32:51
1028,88,1509.61,DELIVERED,2026-06-05 07:32:52
1029,84,343.89,CANCELLED,2026-06-05 07:32:53
1030,47,4124.1,PLACED,2026-06-05 07:32:54
1031,36,4190.32,PLACED,2026-06-05 07:32:55
1032,65,1981.24,SHIPPED,2026-06-05 07:32:56
1033,47,430.49,SHIPPED,2026-06-05 07:32:57
1034,6,810.52,DELIVERED,2026-06-05 07:32:58
1035,60,1141.27,DELIVERED,2026-06-05 07:32:59
1036,92,4454.78,SHIPPED,2026-06-05 07:33:00
1037,28,4171.03,PLACED,2026-06-05 07:33:01
1038,56,2000.14,DELIVERED,2026-06-05 07:33:02
1039,94,4232.58,PLACED,2026-06-05 07:33:03
1040,11,3883.25,CANCELLED,2026-06-05 07:33:04
1041,86,4199.67,SHIPPED,2026-06-05 07:33:05
1042,27,3991.58,CANCELLED,2026-06-05 07:33:06
1043,65,217.25,PLACED,2026-06-05 07:33:07
1044,66,806.98,DELIVERED,2026-06-05 07:33:08
1045,18,878.99,CANCELLED,2026-06-05 07:33:09
1046,86,4607.41,SHIPPED,2026-06-05 07:33:10
1047,54,4966.25,PLACED,2026-06-05 07:33:11
1048,59,2404.1,CANCELLED,2026-06-05 07:33:12
1049,63,1700.33,SHIPPED,2026-06-05 07:33:13
1050,52,1366.53,DELIVERED,2026-06-05 07:33:14
1051,88,1409.83,PLACED,2026-06-05 07:33:15
1052,50,2402.11,SHIPPED,2026-06-05 07:33:16
1053,61,966.09,CANCELLED,2026-06-05 07:33:17
1054,44,2237.61,PLACED,2026-06-05 07:33:18
1055,100,4971.2,SHIPPED,2026-06-05 07:33:19
1056,83,4806.71,CANCELLED,2026-06-05 07:33:20
1057,67,4660.89,CANCELLED,2026-06-05 07:33:21
1058,1,1869.17,SHIPPED,2026-06-05 07:33:22
1059,60,3356.23,PLACED,2026-06-05 07:33:23
1060,15,2014.44,PLACED,2026-06-05 07:33:24
1061,21,512.95,PLACED,2026-06-05 07:33:25
1062,8,4214.71,PLACED,2026-06-05 07:33:26
1063,78,4437.62,DELIVERED,2026-06-05 07:33:27
1064,59,4394.61,PLACED,2026-06-05 07:33:28
1065,54,2235.98,DELIVERED,2026-06-05 07:33:29
1066,13,2242.27,DELIVERED,2026-06-05 07:33:30
1067,51,4570.46,DELIVERED,2026-06-05 07:33:31
1068,54,1840.24,DELIVERED,2026-06-05 07:33:32
1069,42,1449.54,PLACED,2026-06-05 07:33:33
1070,62,619.52,CANCELLED,2026-06-05 07:33:34
1071,88,3927.25,SHIPPED,2026-06-05 07:33:35
1072,52,4799.2,PLACED,2026-06-05 07:33:36
1073,66,3909.5,DELIVERED,2026-06-05 07:33:37
1074,21,2062.72,PLACED,2026-06-05 07:33:38
1075,97,177.01,CANCELLED,2026-06-05 07:33:39
1076,98,3815.32,DELIVERED,2026-06-05 07:33:40
1077,46,841.57,DELIVERED,2026-06-05 07:33:41
1078,30,2400.3,CANCELLED,2026-06-05 07:33:42
1079,29,4234.18,DELIVERED,2026-06-05 07:33:43
1080,37,3554.94,CANCELLED,2026-06-05 07:33:44
1081,21,1199.47,PLACED,2026-06-05 07:33:45
1082,90,618.52,SHIPPED,2026-06-05 07:33:46
1083,75,3618.63,DELIVERED,2026-06-05 07:33:47
1084,84,2524.64,CANCELLED,2026-06-05 07:33:48
1085,76,2116.76,CANCELLED,2026-06-05 07:33:49
1086,38,1656.1,SHIPPED,2026-06-05 07:33:50
1087,16,2662.08,DELIVERED,2026-06-05 07:33:51
1088,53,829.91,SHIPPED,2026-06-05 07:33:52
1089,32,2693.87,PLACED,2026-06-05 07:33:53
1090,2,4930.53,PLACED,2026-06-05 07:33:54
1091,60,4944.59,DELIVERED,2026-06-05 07:33:55
1092,35,4802.96,PLACED,2026-06-05 07:33:56
1093,14,3318.87,CANCELLED,2026-06-05 07:33:57
1094,87,922.89,PLACED,2026-06-05 07:33:58
1095,13,1315.7,CANCELLED,2026-06-05 07:33:59
1096,54,3923.4,PLACED,2026-06-05 07:34:00
1097,73,1905.32,DELIVERED,2026-06-05 07:34:01
1098,59,633.95,PLACED,2026-06-05 07:34:02
1099,64,4448.4,CANCELLED,2026-06-05 07:34:03
